,ids
0,1361965949335834630
1,1362675592831913985
2,1362626443541417984
3,1362579898905288712
4,1362724168786190336
5,1362723225604677632
6,1362719913681580033
7,1362719367901904901
8,1362715522270457857
9,1362714615956856832
10,1362713926924967936
11,1362713343014957056
12,1362712525398237184
13,1362711751121338368
14,1362710948889427979
15,1362709858278064129
16,1362709176032628737
17,1362708311083204611
18,1362708006601961475
19,1362707578669694978
20,1362706612838948864
21,1362705756236226562
22,1362705677161029639
23,1362705662556442628
24,1362705346721112065
25,1362704582254747648
26,1362703553572315137
27,1362702607425404934
28,1362700854575431683
29,1362700396960047107
30,1362699830569631744
31,1362699774743437314
32,1362699749607034882
33,1362699098969825281
34,1362699047631519747
35,1362698459095199744
36,1362697750157160457
37,1362697140837957633
38,1362696962982707202
39,1362696111157297173
40,1362695756415717378
41,1362694772616478722
42,1362693748656918528
43,1362692799997616130
44,1362692063058399244
45,1362691952194551810
46,1362691816152313857
47,1362691658412916738
48,1362691430267973634
49,1362690925563154432
50,1362690660835479552
51,1362689614234988546
52,1362689220167553026
53,1362688447190859776
54,1362688111126396935
55,1362688103413129217
56,1362687989051256833
57,1362687762877579267
58,1362687587023007744
59,1362687385910325249
60,1362687259984748545
61,1362687171677868034
62,1362686966647709720
63,1362686780307353610
64,1362686756232056834
65,1362686633997434880
66,1362686528368033793
67,1362686402421530624
68,1362686174897336320
69,1362685611258351617
70,1362685037506887685
71,1362684002625335296
72,1362681061520596992
73,1362675752072851460
74,1362674117531627520
75,1362673223737966592
76,1362673056632754176
77,1362672590121271296
78,1362672247215898626
79,1362672128462647301
80,1362672083575136258
81,1362671794587631620
82,1362670017326768129
83,1362669846933229568
84,1362669698433875968
85,1362669067119771648
86,1362668817579712513
87,1362667333408468996
88,1362666286736621568
89,1362666175432437765
90,1362665518445064193
91,1362665405010104320
92,1362663545960345603
93,1362663212731219970
94,1362661167445991424
95,1362660233567473665
96,1362657022710321154
97,1362654150467739665
98,1362653888357228549
99,1362653377377755138
100,1362650938691977227
101,1362650355566317568
102,1362650254160527360
103,1362648704549875714
104,1362647100362809351
105,1362645451774849024
106,1362644468416057345
107,1362642435713679362
108,1362641440195624961
109,1362640979963097090
110,1362640298128637958
111,1362639624649273345
112,1362636991066738691
113,1362630270617350147
114,1362621010093240320
115,1362614035041181699
116,1362570005217480707
117,1362549914404859906
118,1362536836741165056
119,1362536238557892630
